Emotions,Path,Name
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-07-01-01-01-19.wav,03-01-07-01-01-01-19
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-01-02-20.wav,03-01-07-01-01-02-20
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-02-01-20.wav,03-01-07-01-02-01-20
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-02-02-20.wav,03-01-07-01-02-02-20
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-01-01-20.wav,03-01-07-02-01-01-20
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-01-02-20.wav,03-01-07-02-01-02-20
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-02-01-20.wav,03-01-07-02-02-01-20
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-02-02-20.wav,03-01-07-02-02-02-20
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-01-01-20.wav,03-01-08-01-01-01-20
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-01-02-20.wav,03-01-08-01-01-02-20
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-02-01-20.wav,03-01-08-01-02-01-20
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-02-02-20.wav,03-01-08-01-02-02-20
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-01-01-20.wav,03-01-08-02-01-01-20
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-01-02-20.wav,03-01-08-02-01-02-20
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-02-01-20.wav,03-01-08-02-02-01-20
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-02-02-20.wav,03-01-08-02-02-02-20
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-01-01-20.wav,03-01-01-01-01-01-20
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-01-02-20.wav,03-01-01-01-01-02-20
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-02-01-20.wav,03-01-01-01-02-01-20
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-02-02-20.wav,03-01-01-01-02-02-20
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-01-01-20.wav,03-01-02-01-01-01-20
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-01-02-20.wav,03-01-02-01-01-02-20
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-02-01-20.wav,03-01-02-01-02-01-20
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-02-02-20.wav,03-01-02-01-02-02-20
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-01-01-20.wav,03-01-02-02-01-01-20
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-01-02-20.wav,03-01-02-02-01-02-20
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-02-01-20.wav,03-01-02-02-02-01-20
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-02-02-20.wav,03-01-02-02-02-02-20
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-01-01-20.wav,03-01-03-01-01-01-20
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-01-02-20.wav,03-01-03-01-01-02-20
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-02-02-20.wav,03-01-03-01-02-02-20
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-01-01-20.wav,03-01-03-02-01-01-20
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-01-02-20.wav,03-01-03-02-01-02-20
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-02-01-20.wav,03-01-03-02-02-01-20
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-02-02-20.wav,03-01-03-02-02-02-20
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-01-01-20.wav,03-01-04-01-01-01-20
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-01-02-20.wav,03-01-04-01-01-02-20
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-02-01-20.wav,03-01-04-01-02-01-20
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-02-02-20.wav,03-01-04-01-02-02-20
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-01-01-20.wav,03-01-04-02-01-01-20
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-01-02-20.wav,03-01-04-02-01-02-20
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-02-01-20.wav,03-01-04-02-02-01-20
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-02-02-20.wav,03-01-04-02-02-02-20
angry,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-05-01-01-01-20.wav,03-01-05-01-01-01-20
angry,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-05-01-02-01-20.wav,03-01-05-01-02-01-20
angry,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-05-01-02-02-20.wav,03-01-05-01-02-02-20
angry,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-05-02-01-01-20.wav,03-01-05-02-01-01-20
angry,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-05-02-01-02-20.wav,03-01-05-02-01-02-20
angry,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-05-02-02-01-20.wav,03-01-05-02-02-01-20
angry,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-05-02-02-02-20.wav,03-01-05-02-02-02-20
fear,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-06-01-01-01-20.wav,03-01-06-01-01-01-20
fear,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-06-01-01-02-20.wav,03-01-06-01-01-02-20
fear,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-06-01-02-01-20.wav,03-01-06-01-02-01-20
fear,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-06-01-02-02-20.wav,03-01-06-01-02-02-20
fear,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-06-02-01-01-20.wav,03-01-06-02-01-01-20
fear,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-06-02-01-02-20.wav,03-01-06-02-01-02-20
fear,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-06-02-02-01-20.wav,03-01-06-02-02-01-20
fear,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-06-02-02-02-20.wav,03-01-06-02-02-02-20
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-02-01-20.wav,03-01-03-01-02-01-20
angry,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-05-01-01-02-20.wav,03-01-05-01-01-02-20
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-01-01-20.wav,03-01-07-01-01-01-20
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-07-01-01-02-21.wav,03-01-07-01-01-02-21
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-07-01-02-01-21.wav,03-01-07-01-02-01-21
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-07-01-02-02-21.wav,03-01-07-01-02-02-21
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-07-02-01-01-21.wav,03-01-07-02-01-01-21
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-07-02-01-02-21.wav,03-01-07-02-01-02-21
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-07-02-02-01-21.wav,03-01-07-02-02-01-21
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-07-02-02-02-21.wav,03-01-07-02-02-02-21
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-08-01-01-01-21.wav,03-01-08-01-01-01-21
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-08-01-01-02-21.wav,03-01-08-01-01-02-21
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-08-01-02-01-21.wav,03-01-08-01-02-01-21
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-08-01-02-02-21.wav,03-01-08-01-02-02-21
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-08-02-01-01-21.wav,03-01-08-02-01-01-21
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-08-02-01-02-21.wav,03-01-08-02-01-02-21
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-08-02-02-01-21.wav,03-01-08-02-02-01-21
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-08-02-02-02-21.wav,03-01-08-02-02-02-21
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-01-01-01-01-21.wav,03-01-01-01-01-01-21
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-01-01-01-02-21.wav,03-01-01-01-01-02-21
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-01-01-02-01-21.wav,03-01-01-01-02-01-21
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-01-01-02-02-21.wav,03-01-01-01-02-02-21
calm,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-02-01-01-01-21.wav,03-01-02-01-01-01-21
calm,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-02-01-01-02-21.wav,03-01-02-01-01-02-21
calm,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-02-01-02-01-21.wav,03-01-02-01-02-01-21
calm,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-02-01-02-02-21.wav,03-01-02-01-02-02-21
calm,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-02-02-01-01-21.wav,03-01-02-02-01-01-21
calm,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-02-02-01-02-21.wav,03-01-02-02-01-02-21
calm,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-02-02-02-01-21.wav,03-01-02-02-02-01-21
calm,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-02-02-02-02-21.wav,03-01-02-02-02-02-21
happy,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-03-01-01-01-21.wav,03-01-03-01-01-01-21
happy,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-03-01-01-02-21.wav,03-01-03-01-01-02-21
happy,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-03-01-02-02-21.wav,03-01-03-01-02-02-21
happy,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-03-02-01-01-21.wav,03-01-03-02-01-01-21
happy,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-03-02-01-02-21.wav,03-01-03-02-01-02-21
happy,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-03-02-02-01-21.wav,03-01-03-02-02-01-21
happy,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-03-02-02-02-21.wav,03-01-03-02-02-02-21
sad,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-04-01-01-01-21.wav,03-01-04-01-01-01-21
sad,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-04-01-01-02-21.wav,03-01-04-01-01-02-21
sad,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-04-01-02-01-21.wav,03-01-04-01-02-01-21
sad,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-04-01-02-02-21.wav,03-01-04-01-02-02-21
sad,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-04-02-01-01-21.wav,03-01-04-02-01-01-21
sad,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-04-02-01-02-21.wav,03-01-04-02-01-02-21
sad,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-04-02-02-01-21.wav,03-01-04-02-02-01-21
sad,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-04-02-02-02-21.wav,03-01-04-02-02-02-21
angry,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-05-01-01-01-21.wav,03-01-05-01-01-01-21
angry,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-05-01-02-01-21.wav,03-01-05-01-02-01-21
angry,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-05-01-02-02-21.wav,03-01-05-01-02-02-21
angry,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-05-02-01-01-21.wav,03-01-05-02-01-01-21
angry,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-05-02-01-02-21.wav,03-01-05-02-01-02-21
angry,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-05-02-02-01-21.wav,03-01-05-02-02-01-21
angry,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-05-02-02-02-21.wav,03-01-05-02-02-02-21
fear,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-06-01-01-01-21.wav,03-01-06-01-01-01-21
fear,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-06-01-01-02-21.wav,03-01-06-01-01-02-21
fear,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-06-01-02-01-21.wav,03-01-06-01-02-01-21
fear,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-06-01-02-02-21.wav,03-01-06-01-02-02-21
fear,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-06-02-01-01-21.wav,03-01-06-02-01-01-21
fear,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-06-02-01-02-21.wav,03-01-06-02-01-02-21
fear,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-06-02-02-01-21.wav,03-01-06-02-02-01-21
fear,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-06-02-02-02-21.wav,03-01-06-02-02-02-21
happy,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-03-01-02-01-21.wav,03-01-03-01-02-01-21
angry,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-05-01-01-02-21.wav,03-01-05-01-01-02-21
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_21/03-01-07-01-01-01-21.wav,03-01-07-01-01-01-21
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-07-01-01-02-22.wav,03-01-07-01-01-02-22
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-07-01-02-01-22.wav,03-01-07-01-02-01-22
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-07-01-02-02-22.wav,03-01-07-01-02-02-22
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-07-02-01-01-22.wav,03-01-07-02-01-01-22
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-07-02-01-02-22.wav,03-01-07-02-01-02-22
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-07-02-02-01-22.wav,03-01-07-02-02-01-22
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-07-02-02-02-22.wav,03-01-07-02-02-02-22
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-08-01-01-01-22.wav,03-01-08-01-01-01-22
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-08-01-01-02-22.wav,03-01-08-01-01-02-22
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-08-01-02-01-22.wav,03-01-08-01-02-01-22
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-08-01-02-02-22.wav,03-01-08-01-02-02-22
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-08-02-01-01-22.wav,03-01-08-02-01-01-22
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-08-02-01-02-22.wav,03-01-08-02-01-02-22
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-08-02-02-01-22.wav,03-01-08-02-02-01-22
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-08-02-02-02-22.wav,03-01-08-02-02-02-22
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-01-01-01-01-22.wav,03-01-01-01-01-01-22
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-01-01-01-02-22.wav,03-01-01-01-01-02-22
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-01-01-02-01-22.wav,03-01-01-01-02-01-22
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-01-01-02-02-22.wav,03-01-01-01-02-02-22
calm,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-02-01-01-01-22.wav,03-01-02-01-01-01-22
calm,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-02-01-01-02-22.wav,03-01-02-01-01-02-22
calm,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-02-01-02-01-22.wav,03-01-02-01-02-01-22
calm,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-02-01-02-02-22.wav,03-01-02-01-02-02-22
calm,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-02-02-01-01-22.wav,03-01-02-02-01-01-22
calm,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-02-02-01-02-22.wav,03-01-02-02-01-02-22
calm,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-02-02-02-01-22.wav,03-01-02-02-02-01-22
calm,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-02-02-02-02-22.wav,03-01-02-02-02-02-22
happy,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-03-01-01-01-22.wav,03-01-03-01-01-01-22
happy,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-03-01-01-02-22.wav,03-01-03-01-01-02-22
happy,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-03-01-02-02-22.wav,03-01-03-01-02-02-22
happy,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-03-02-01-01-22.wav,03-01-03-02-01-01-22
happy,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-03-02-01-02-22.wav,03-01-03-02-01-02-22
happy,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-03-02-02-01-22.wav,03-01-03-02-02-01-22
happy,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-03-02-02-02-22.wav,03-01-03-02-02-02-22
sad,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-04-01-01-01-22.wav,03-01-04-01-01-01-22
sad,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-04-01-01-02-22.wav,03-01-04-01-01-02-22
sad,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-04-01-02-01-22.wav,03-01-04-01-02-01-22
sad,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-04-01-02-02-22.wav,03-01-04-01-02-02-22
sad,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-04-02-01-01-22.wav,03-01-04-02-01-01-22
sad,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-04-02-01-02-22.wav,03-01-04-02-01-02-22
sad,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-04-02-02-01-22.wav,03-01-04-02-02-01-22
sad,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-04-02-02-02-22.wav,03-01-04-02-02-02-22
angry,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-05-01-01-01-22.wav,03-01-05-01-01-01-22
angry,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-05-01-02-01-22.wav,03-01-05-01-02-01-22
angry,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-05-01-02-02-22.wav,03-01-05-01-02-02-22
angry,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-05-02-01-01-22.wav,03-01-05-02-01-01-22
angry,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-05-02-01-02-22.wav,03-01-05-02-01-02-22
angry,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-05-02-02-01-22.wav,03-01-05-02-02-01-22
angry,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-05-02-02-02-22.wav,03-01-05-02-02-02-22
fear,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-06-01-01-01-22.wav,03-01-06-01-01-01-22
fear,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-06-01-01-02-22.wav,03-01-06-01-01-02-22
fear,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-06-01-02-01-22.wav,03-01-06-01-02-01-22
fear,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-06-01-02-02-22.wav,03-01-06-01-02-02-22
fear,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-06-02-01-01-22.wav,03-01-06-02-01-01-22
fear,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-06-02-01-02-22.wav,03-01-06-02-01-02-22
fear,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-06-02-02-01-22.wav,03-01-06-02-02-01-22
fear,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-06-02-02-02-22.wav,03-01-06-02-02-02-22
happy,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-03-01-02-01-22.wav,03-01-03-01-02-01-22
angry,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-05-01-01-02-22.wav,03-01-05-01-01-02-22
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_22/03-01-07-01-01-01-22.wav,03-01-07-01-01-01-22
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-07-01-01-02-23.wav,03-01-07-01-01-02-23
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-07-01-02-01-23.wav,03-01-07-01-02-01-23
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-07-01-02-02-23.wav,03-01-07-01-02-02-23
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-07-02-01-01-23.wav,03-01-07-02-01-01-23
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-07-02-01-02-23.wav,03-01-07-02-01-02-23
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-07-02-02-01-23.wav,03-01-07-02-02-01-23
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-07-02-02-02-23.wav,03-01-07-02-02-02-23
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-08-01-01-01-23.wav,03-01-08-01-01-01-23
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-08-01-01-02-23.wav,03-01-08-01-01-02-23
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-08-01-02-01-23.wav,03-01-08-01-02-01-23
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-08-01-02-02-23.wav,03-01-08-01-02-02-23
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-08-02-01-01-23.wav,03-01-08-02-01-01-23
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-08-02-01-02-23.wav,03-01-08-02-01-02-23
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-08-02-02-01-23.wav,03-01-08-02-02-01-23
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-08-02-02-02-23.wav,03-01-08-02-02-02-23
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-01-01-01-01-23.wav,03-01-01-01-01-01-23
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-01-01-01-02-23.wav,03-01-01-01-01-02-23
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-01-01-02-01-23.wav,03-01-01-01-02-01-23
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-01-01-02-02-23.wav,03-01-01-01-02-02-23
calm,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-02-01-01-01-23.wav,03-01-02-01-01-01-23
calm,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-02-01-01-02-23.wav,03-01-02-01-01-02-23
calm,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-02-01-02-01-23.wav,03-01-02-01-02-01-23
calm,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-02-01-02-02-23.wav,03-01-02-01-02-02-23
calm,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-02-02-01-01-23.wav,03-01-02-02-01-01-23
calm,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-02-02-01-02-23.wav,03-01-02-02-01-02-23
calm,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-02-02-02-01-23.wav,03-01-02-02-02-01-23
calm,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-02-02-02-02-23.wav,03-01-02-02-02-02-23
happy,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-03-01-01-01-23.wav,03-01-03-01-01-01-23
happy,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-03-01-01-02-23.wav,03-01-03-01-01-02-23
happy,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-03-01-02-02-23.wav,03-01-03-01-02-02-23
happy,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-03-02-01-01-23.wav,03-01-03-02-01-01-23
happy,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-03-02-01-02-23.wav,03-01-03-02-01-02-23
happy,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-03-02-02-01-23.wav,03-01-03-02-02-01-23
happy,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-03-02-02-02-23.wav,03-01-03-02-02-02-23
sad,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-04-01-01-01-23.wav,03-01-04-01-01-01-23
sad,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-04-01-01-02-23.wav,03-01-04-01-01-02-23
sad,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-04-01-02-01-23.wav,03-01-04-01-02-01-23
sad,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-04-01-02-02-23.wav,03-01-04-01-02-02-23
sad,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-04-02-01-01-23.wav,03-01-04-02-01-01-23
sad,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-04-02-01-02-23.wav,03-01-04-02-01-02-23
sad,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-04-02-02-01-23.wav,03-01-04-02-02-01-23
sad,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-04-02-02-02-23.wav,03-01-04-02-02-02-23
angry,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-05-01-01-01-23.wav,03-01-05-01-01-01-23
angry,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-05-01-02-01-23.wav,03-01-05-01-02-01-23
angry,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-05-01-02-02-23.wav,03-01-05-01-02-02-23
angry,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-05-02-01-01-23.wav,03-01-05-02-01-01-23
angry,Dataset/Audio_Speech_Actors_01-24/Actor_23/03-01-05-02-01-02-23.wav,03-01-05-02-01-02-23
